10000000,1,101000335
20000000,1,98605803
30000000,1,113190335
40000000,1,151734070
10000000,2,55631796
20000000,2,84716683
30000000,2,122933017
40000000,2,160758170
10000000,3,39873233
20000000,3,81779429
30000000,3,124522533
40000000,3,167402647
10000000,4,43204200
20000000,4,85903634
30000000,4,131652138
40000000,4,170295808
10000000,5,73602368
20000000,5,141972312
30000000,5,219046820
40000000,5,296912632
10000000,6,86906479
20000000,6,170034079
30000000,6,256021261
40000000,6,326160699
